"module name","license","repository"
"mkdirp@1.0.4","MIT","https://github.com/isaacs/node-mkdirp"
"ms@0.7.1","MIT*","https://github.com/guille/ms.js"
"ms@2.0.0","MIT","https://github.com/zeit/ms"
"ms@2.1.2","MIT","https://github.com/zeit/ms"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"multimatch@2.1.0","MIT","https://github.com/sindresorhus/multimatch"
"multipipe@0.1.2","MIT","https://github.com/juliangruber/multipipe"
"nanomatch@1.2.13","MIT","https://github.com/micromatch/nanomatch"
"natives@1.1.6","ISC","https://github.com/addaleax/natives"
"negotiator@0.6.3","MIT","https://github.com/jshttp/negotiator"
"node-gyp-build@4.6.0","MIT","https://github.com/prebuild/node-gyp-build"
"nopt@4.0.3","ISC","https://github.com/npm/nopt"
"normalize-package-data@2.5.0","BSD-2-Clause","https://github.com/npm/normalize-package-data"
"normalize-path@2.1.1","MIT","https://github.com/jonschlinkert/normalize-path"
"normalize-path@3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"now-and-later@2.0.1","MIT","https://github.com/gulpjs/now-and-later"
"npm-normalize-package-bin@1.0.1","ISC","https://github.com/npm/npm-normalize-package-bin"
"object-assign@3.0.0","MIT","https://github.com/sindresorhus/object-assign"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"object-copy@0.1.0","MIT","https://github.com/jonschlinkert/object-copy"
"object-inspect@1.12.3","MIT","https://github.com/inspect-js/object-inspect"
"object-keys@1.1.1","MIT","https://github.com/ljharb/object-keys"
"object-visit@1.0.1","MIT","https://github.com/jonschlinkert/object-visit"
"object.assign@4.1.4","MIT","https://github.com/ljharb/object.assign"
"object.defaults@1.1.0","MIT","https://github.com/jonschlinkert/object.defaults"
"object.map@1.0.1","MIT","https://github.com/jonschlinkert/object.map"
"object.pick@1.3.0","MIT","https://github.com/jonschlinkert/object.pick"
"on-finished@2.3.0","MIT","https://github.com/jshttp/on-finished"
"once@1.3.3","ISC","https://github.com/isaacs/once"
"once@1.4.0","ISC","https://github.com/isaacs/once"
"openurl@1.1.1","MIT","https://github.com/rauschma/openurl"
"opn@5.3.0","MIT","https://github.com/sindresorhus/opn"
"orchestrator@0.3.8","MIT","https://github.com/robrich/orchestrator"
"ordered-read-streams@0.1.0","MIT","https://github.com/armed/ordered-read-streams"
"ordered-read-streams@1.0.1","MIT","https://github.com/armed/ordered-read-streams"
"os-homedir@1.0.2","MIT","https://github.com/sindresorhus/os-homedir"
"os-tmpdir@1.0.2","MIT","https://github.com/sindresorhus/os-tmpdir"
"osenv@0.1.5","ISC","https://github.com/npm/osenv"
"parse-filepath@1.0.2","MIT","https://github.com/jonschlinkert/parse-filepath"
"parse-json@2.2.0","MIT","https://github.com/sindresorhus/parse-json"
"parse-node-version@1.0.1","MIT","https://github.com/gulpjs/parse-node-version"
"parse-passwd@1.0.0","MIT","https://github.com/doowb/parse-passwd"
"parseurl@1.3.3","MIT","https://github.com/pillarjs/parseurl"
"pascalcase@0.1.1","MIT","https://github.com/jonschlinkert/pascalcase"
"path-dirname@1.0.2","MIT","https://github.com/es128/path-dirname"
"path-exists@1.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-exists@2.1.0","MIT","https://github.com/sindresorhus/path-exists"
"path-is-absolute@1.0.1","MIT","https://github.com/sindresorhus/path-is-absolute"
"path-parse@1.0.7","MIT","https://github.com/jbgutierrez/path-parse"
"path-root-regex@0.1.2","MIT","https://github.com/regexhq/path-root-regex"
"path-root@0.1.1","MIT","https://github.com/jonschlinkert/path-root"
"path-type@1.1.0","MIT","https://github.com/sindresorhus/path-type"
"pause-stream@0.0.11","MIT,Apache2","https://github.com/dominictarr/pause-stream"
"picomatch@2.3.1","MIT","https://github.com/micromatch/picomatch"
"pify@2.3.0","MIT","https://github.com/sindresorhus/pify"
"pinkie-promise@2.0.1","MIT","https://github.com/floatdrop/pinkie-promise"
"pinkie@2.0.4","MIT","https://github.com/floatdrop/pinkie"
"plugin-error@0.1.2","MIT","https://github.com/jonschlinkert/plugin-error"
"portscanner@2.2.0","MIT","https://github.com/baalexander/node-portscanner"
"posix-character-classes@0.1.1","MIT","https://github.com/jonschlinkert/posix-character-classes"
"pretty-hrtime@1.0.3","MIT","https://github.com/robrich/pretty-hrtime"
"process-nextick-args@2.0.1","MIT","https://github.com/calvinmetcalf/process-nextick-args"
"pump@2.0.1","MIT","https://github.com/mafintosh/pump"
"pumpify@1.5.1","MIT","https://github.com/mafintosh/pumpify"
"qs@2.2.5","BSD","https://github.com/hapijs/qs"
"qs@5.2.0","BSD-3-Clause","https://github.com/hapijs/qs"
"qs@6.11.0","BSD-3-Clause","https://github.com/ljharb/qs"
"range-parser@1.2.1","MIT","https://github.com/jshttp/range-parser"
"raw-body@2.1.7","MIT","https://github.com/stream-utils/raw-body"
"raw-body@2.5.2","MIT","https://github.com/stream-utils/raw-body"
"read-installed@4.0.3","ISC","https://github.com/isaacs/read-installed"
"read-package-json@2.1.2","ISC","https://github.com/npm/read-package-json"
"read-pkg-up@1.0.1","MIT","https://github.com/sindresorhus/read-pkg-up"
"read-pkg@1.1.0","MIT","https://github.com/sindresorhus/read-pkg"
"readable-stream@1.0.34","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@1.1.14","MIT","https://github.com/isaacs/readable-stream"
"readable-stream@2.3.8","MIT","https://github.com/nodejs/readable-stream"
"readdir-scoped-modules@1.1.0","ISC","https://github.com/npm/readdir-scoped-modules"
"readdirp@3.6.0","MIT","https://github.com/paulmillr/readdirp"
"rechoir@0.6.2","MIT","https://github.com/tkellen/node-rechoir"
"redent@1.0.0","MIT","https://github.com/sindresorhus/redent"
"regex-not@1.0.2","MIT","https://github.com/jonschlinkert/regex-not"
"remove-bom-buffer@3.0.0","MIT","https://github.com/jonschlinkert/remove-bom-buffer"
"remove-bom-stream@1.2.0","MIT","https://github.com/gulpjs/remove-bom-stream"
"remove-trailing-separator@1.1.0","ISC","https://github.com/darsain/remove-trailing-separator"
"repeat-element@1.1.4","MIT","https://github.com/jonschlinkert/repeat-element"
"repeat-string@1.6.1","MIT","https://github.com/jonschlinkert/repeat-string"
"repeating@2.0.1","MIT","https://github.com/sindresorhus/repeating"
"replace-ext@0.0.1","MIT","https://github.com/wearefractal/replace-ext"
"replace-ext@1.0.1","MIT","https://github.com/gulpjs/replace-ext"
"require-directory@2.1.1","MIT","https://github.com/troygoode/node-require-directory"
"requires-port@1.0.0","MIT","https://github.com/unshiftio/requires-port"
"resolve-dir@1.0.1","MIT","https://github.com/jonschlinkert/resolve-dir"
"resolve-options@1.1.0","MIT","https://github.com/gulpjs/resolve-options"
"resolve-url@0.2.1","MIT","https://github.com/lydell/resolve-url"
"resolve@1.22.1","MIT","https://github.com/browserify/resolve"
"resp-modifier@6.0.2","MIT","https://github.com/shakyshane/resp-modifier"
"ret@0.1.15","MIT","https://github.com/fent/ret.js"
"right-align@0.1.3","MIT","https://github.com/jonschlinkert/right-align"
"rx@4.1.0","Apache-2.0","https://github.com/Reactive-Extensions/RxJS"
"rxjs@5.5.12","Apache-2.0","https://github.com/ReactiveX/RxJS"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"safe-buffer@5.2.1","MIT","https://github.com/feross/safe-buffer"
"safe-regex@1.1.0","MIT","https://github.com/substack/safe-regex"
"safer-buffer@2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"sax@1.2.4","ISC","https://github.com/isaacs/sax-js"
"semver@4.3.6","ISC","https://github.com/npm/node-semver"
"semver@5.7.1","ISC","https://github.com/npm/node-semver"
"semver@6.3.0","ISC","https://github.com/npm/node-semver"
"send@0.16.2","MIT","https://github.com/pillarjs/send"
"sequencify@0.0.7","MIT","https://github.com/robrich/sequencify"
"serve-index@1.9.1","MIT","https://github.com/expressjs/serve-index"
"serve-static@1.13.2","MIT","https://github.com/expressjs/serve-static"
"server-destroy@1.0.1","ISC","https://github.com/isaacs/server-destroy"
"set-value@2.0.1","MIT","https://github.com/jonschlinkert/set-value"
"setprototypeof@1.1.0","ISC","https://github.com/wesleytodd/setprototypeof"
"setprototypeof@1.2.0","ISC","https://github.com/wesleytodd/setprototypeof"
"side-channel@1.0.4","MIT","https://github.com/ljharb/side-channel"
"sigmund@1.0.1","ISC","https://github.com/isaacs/sigmund"
"signal-exit@3.0.7","ISC","https://github.com/tapjs/signal-exit"
"slide@1.1.6","ISC","https://github.com/isaacs/slide-flow-control"
"snapdragon-node@2.1.1","MIT","https://github.com/jonschlinkert/snapdragon-node"
"snapdragon-util@3.0.1","MIT","https://github.com/jonschlinkert/snapdragon-util"
"snapdragon@0.8.2","MIT","https://github.com/jonschlinkert/snapdragon"
"socket.io-adapter@2.5.2","MIT","https://github.com/socketio/socket.io-adapter"
"socket.io-client@4.6.1","MIT","https://github.com/socketio/socket.io-client"
"socket.io-parser@4.2.2","MIT","https://github.com/socketio/socket.io-parser"
"socket.io@4.6.1","MIT","https://github.com/socketio/socket.io"
"source-map-index-generator@0.1.2","MIT","https://github.com/twolfson/source-map-index-generator"
"source-map-resolve@0.5.3","MIT","https://github.com/lydell/source-map-resolve"
"source-map-url@0.4.1","MIT","https://github.com/lydell/source-map-url"
"source-map@0.1.43","BSD","https://github.com/mozilla/source-map"
"source-map@0.4.4","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.6.1","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.7.4","BSD-3-Clause","https://github.com/mozilla/source-map"
"sparkles@1.0.1","MIT","https://github.com/gulpjs/sparkles"
"spdx-compare@1.0.0","MIT","https://github.com/kemitchell/spdx-compare.js"
"spdx-correct@3.1.1","Apache-2.0","https://github.com/jslicense/spdx-correct.js"
"spdx-exceptions@2.3.0","CC-BY-3.0","https://github.com/kemitchell/spdx-exceptions.json"
"spdx-expression-parse@3.0.1","MIT","https://github.com/jslicense/spdx-expression-parse.js"
"spdx-license-ids@3.0.12","CC0-1.0","https://github.com/jslicense/spdx-license-ids"
"spdx-ranges@2.1.1","(MIT AND CC-BY-3.0)","https://github.com/kemitchell/spdx-ranges.js"
"spdx-satisfies@4.0.1","MIT","https://github.com/kemitchell/spdx-satisfies.js"
"split-string@3.1.0","MIT","https://github.com/jonschlinkert/split-string"
"split@0.3.3","MIT","https://github.com/dominictarr/split"
"split@1.0.1","MIT","https://github.com/dominictarr/split"
"static-extend@0.1.2","MIT","https://github.com/jonschlinkert/static-extend"
"statuses@1.3.1","MIT","https://github.com/jshttp/statuses"
"statuses@1.4.0","MIT","https://github.com/jshttp/statuses"
"statuses@1.5.0","MIT","https://github.com/jshttp/statuses"
"statuses@2.0.1","MIT","https://github.com/jshttp/statuses"
"stream-combiner@0.0.4","MIT","https://github.com/dominictarr/stream-combiner"
"stream-combiner@0.2.2","MIT","https://github.com/dominictarr/stream-combiner"
"stream-consume@0.1.1","MIT","https://github.com/aroneous/stream-consume"
"stream-shift@1.0.1","MIT","https://github.com/mafintosh/stream-shift"
"stream-throttle@0.1.3","BSD-3-Clause","https://github.com/tjgq/node-stream-throttle"
"string-width@4.2.3","MIT","https://github.com/sindresorhus/string-width"
"string_decoder@0.10.31","MIT","https://github.com/rvagg/string_decoder"
"string_decoder@1.1.1","MIT","https://github.com/nodejs/string_decoder"
"strip-ansi@0.3.0","MIT","https://github.com/sindresorhus/strip-ansi"
"strip-ansi@3.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-ansi@6.0.1","MIT","https://github.com/chalk/strip-ansi"
"strip-bom@1.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-bom@2.0.0","MIT","https://github.com/sindresorhus/strip-bom"
"strip-indent@1.0.1","MIT","https://github.com/sindresorhus/strip-indent"
"strip-json-comments@1.0.4","MIT","https://github.com/sindresorhus/strip-json-comments"
"stylus@0.54.8","MIT","https://github.com/stylus/stylus"
"supports-color@0.2.0","MIT","https://github.com/sindresorhus/supports-color"
"supports-color@2.0.0","MIT","https://github.com/chalk/supports-color"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"supports-preserve-symlinks-flag@1.0.0","MIT","https://github.com/inspect-js/node-supports-preserve-symlinks-flag"
"symbol-observable@1.0.1","MIT","https://github.com/blesh/symbol-observable"
"temp-write@0.1.1","MIT","https://github.com/sindresorhus/temp-write"
"tempfile@0.1.3","MIT","https://github.com/sindresorhus/tempfile"
"through2-filter@3.0.0","MIT","https://github.com/brycebaril/through2-filter"
"through2@0.5.1","MIT","https://github.com/rvagg/through2"
"through2@0.6.5","MIT","https://github.com/rvagg/through2"
"through2@2.0.5","MIT","https://github.com/rvagg/through2"
"through@2.3.8","MIT","https://github.com/dominictarr/through"
"tildify@1.2.0","MIT","https://github.com/sindresorhus/tildify"
"time-stamp@1.1.0","MIT","https://github.com/jonschlinkert/time-stamp"
"to-absolute-glob@2.0.2","MIT","https://github.com/jonschlinkert/to-absolute-glob"
"to-object-path@0.3.0","MIT","https://github.com/jonschlinkert/to-object-path"
"to-regex-range@2.1.1","MIT","https://github.com/micromatch/to-regex-range"
"to-regex-range@5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"to-regex@3.0.2","MIT","https://github.com/jonschlinkert/to-regex"
"to-through@2.0.0","MIT","https://github.com/gulpjs/to-through"
"toidentifier@1.0.1","MIT","https://github.com/component/toidentifier"
"treeify@1.1.0","MIT","https://github.com/notatestuser/treeify"
"trim-newlines@1.0.0","MIT","https://github.com/sindresorhus/trim-newlines"
"type-is@1.6.18","MIT","https://github.com/jshttp/type-is"
"typescript@4.9.5","Apache-2.0","https://github.com/Microsoft/TypeScript"
"ua-parser-js@1.0.33","MIT","https://github.com/faisalman/ua-parser-js"
"uglify-js@2.8.29","BSD-2-Clause","https://github.com/mishoo/UglifyJS2"
"uglify-to-browserify@1.0.2","MIT","https://github.com/ForbesLindesay/uglify-to-browserify"
"unc-path-regex@0.1.2","MIT","https://github.com/regexhq/unc-path-regex"
"union-value@1.0.1","MIT","https://github.com/jonschlinkert/union-value"
"unique-stream@1.0.0","BSD*","https://github.com/eugeneware/unique-stream"
"unique-stream@2.3.1","MIT","https://github.com/eugeneware/unique-stream"
"universalify@0.1.2","MIT","https://github.com/RyanZim/universalify"
"unpipe@1.0.0","MIT","https://github.com/stream-utils/unpipe"
"unset-value@1.0.0","MIT","https://github.com/jonschlinkert/unset-value"
"urix@0.1.0","MIT","https://github.com/lydell/urix"
"use@3.1.1","MIT","https://github.com/jonschlinkert/use"
"user-home@1.1.1","MIT","https://github.com/sindresorhus/user-home"
"utf-8-validate@5.0.10","MIT","https://github.com/websockets/utf-8-validate"
"util-deprecate@1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"util-extend@1.0.3","MIT","https://github.com/isaacs/util-extend"
"utils-merge@1.0.1","MIT","https://github.com/jaredhanson/utils-merge"
"uuid@1.4.2","Custom: https://secure.travis-ci.org/defunctzombie/node-uuid.png","https://github.com/shtylman/node-uuid"
"v8flags@2.1.1","MIT","https://github.com/tkellen/node-v8flags"
"validate-npm-package-license@3.0.4","Apache-2.0","https://github.com/kemitchell/validate-npm-package-license.js"
"value-or-function@3.0.0","MIT","https://github.com/gulpjs/value-or-function"
"vary@1.1.2","MIT","https://github.com/jshttp/vary"
"vinyl-fs@0.3.14","MIT","https://github.com/wearefractal/vinyl-fs"
"vinyl-fs@3.0.3","MIT","https://github.com/gulpjs/vinyl-fs"
"vinyl-sourcemap@1.1.0","MIT","https://github.com/gulpjs/vinyl-sourcemap"
"vinyl-sourcemaps-apply@0.2.1","ISC","https://github.com/floridoo/vinyl-sourcemaps-apply"
"vinyl@0.2.3","MIT","https://github.com/wearefractal/vinyl"
"vinyl@0.4.6","MIT","https://github.com/wearefractal/vinyl"
"vinyl@0.5.3","MIT","https://github.com/wearefractal/vinyl"
"vinyl@2.2.1","MIT","https://github.com/gulpjs/vinyl"
"websocket-driver@0.7.4","Apache-2.0","https://github.com/faye/websocket-driver-node"
"websocket-extensions@0.1.4","Apache-2.0","https://github.com/faye/websocket-extensions-node"
"when@3.7.8","MIT","https://github.com/cujojs/when"
"which@1.3.1","ISC","https://github.com/isaacs/node-which"
"window-size@0.1.0","MIT","https://github.com/jonschlinkert/window-size"
"wordwrap@0.0.2","MIT*","https://github.com/substack/node-wordwrap"
"wrap-ansi@7.0.0","MIT","https://github.com/chalk/wrap-ansi"
"wrappy@1.0.2","ISC","https://github.com/npm/wrappy"
"ws@8.11.0","MIT","https://github.com/websockets/ws"
"xmlhttprequest-ssl@2.0.0","MIT","https://github.com/mjwwit/node-XMLHttpRequest"
"xtend@3.0.0","MIT","https://github.com/Raynos/xtend"
"xtend@4.0.2","MIT","https://github.com/Raynos/xtend"
"y18n@5.0.8","ISC","https://github.com/yargs/y18n"
"yargs-parser@20.2.9","ISC","https://github.com/yargs/yargs-parser"
"yargs-parser@21.1.1","ISC","https://github.com/yargs/yargs-parser"
"yargs@17.1.1","MIT","https://github.com/yargs/yargs"
"yargs@17.7.1","MIT","https://github.com/yargs/yargs"
"yargs@3.10.0","MIT","https://github.com/bcoe/yargs"
